SMILES,INCHI,INCHI_KEY,CID,VENDORS,Ambeed_link,Combi-Blocks_link,Sigma-Aldrich_link,TCI (Tokyo Chemical Industry)_link,Thermo Fisher Scientific_link
O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,"InChI=1S/C15H10O4/c16-11-7-6-10-12(17)8-13(19-15(10)14(11)18)9-4-2-1-3-5-9/h1-8,16,18H",COCYGNDCWFKTMF-UHFFFAOYSA-N,1880.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/38183-03-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QC-8770,https://www.sigmaaldrich.com/catalog/product/sigma/d5446?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D1916/index.html,https://www.thermofisher.com/order/catalog/product/H27852.03
O=c1ccc2ccc(O)c(O)c2o1,"InChI=1S/C9H6O4/c10-6-3-1-5-2-4-7(11)13-9(5)8(6)12/h1-4,10,12H",ATEFPOUAMCWAQS-UHFFFAOYSA-N,5280569.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/486-35-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-4172,https://www.sigmaaldrich.com/catalog/product/aldrich/630764?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D4001/index.html,
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,"InChI=1S/C14H22O2/c1-13(2,3)9-7-12(16)10(8-11(9)15)14(4,5)6/h7-8,15-16H,1-6H3",JZODKRWQWUWGCD-UHFFFAOYSA-N,2374.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/88-58-4.html,https://www.combi-blocks.com/cgi-bin/find.cgi?NA-0185,https://www.sigmaaldrich.com/catalog/product/aldrich/112976?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0940/index.html,https://www.thermofisher.com/order/catalog/product/150840025
O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,"InChI=1S/C17H16O4/c18-15-8-6-14(12-16(15)19)7-9-17(20)21-11-10-13-4-2-1-3-5-13/h1-9,12,18-19H,10-11H2/b9-7+",SWUARLUWKZWEBQ-VQHVLOKHSA-N,5281787.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/115610-29-2.html,https://www.combi-blocks.com/cgi-bin/find.cgi?SS-2696,https://www.sigmaaldrich.com/catalog/product/sigma/c8221?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,https://www.thermofisher.com/order/catalog/product/J61386.03
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,"InChI=1S/C15H10O8/c16-6-2-1-5(3-7(6)17)15-14(22)13(21)10-9(23-15)4-8(18)11(19)12(10)20/h1-4,16-20,22H",ZVOLCUVKHLEPEV-UHFFFAOYSA-N,5281680.0,['Ambeed'],https://www.ambeed.com/products/90-18-6.html,,,,
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,"InChI=1S/C15H12O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-5,13,16-19H,6H2",SBHXYTNGIZCORC-UHFFFAOYSA-N,11095.0,"['Ambeed', 'Sigma-Aldrich']",https://www.ambeed.com/products/4049-38-1.html,,https://www.sigmaaldrich.com/catalog/product/sigma/94258?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,"InChI=1S/C15H22O5/c1-2-3-4-5-6-7-8-20-15(19)11-9-12(16)14(18)13(17)10-11/h9-10,16-18H,2-8H2,1H3",NRPKURNSADTHLJ-UHFFFAOYSA-N,61253.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/1034-01-1.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-4025,https://www.sigmaaldrich.com/catalog/product/sial/06717?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/G0206/index.html,https://www.thermofisher.com/order/catalog/product/L06081.22
COc1cc(O)ccc1O,"InChI=1S/C7H8O3/c1-10-7-4-5(8)2-3-6(7)9/h2-4,8-9H,1H3",LAQYHRQFABOIFD-UHFFFAOYSA-N,69988.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/824-46-4.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-2970,https://www.sigmaaldrich.com/catalog/product/aldrich/176893?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/M0539/index.html,https://www.thermofisher.com/order/catalog/product/A12847.09
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,"InChI=1S/C17H14N2O3/c18-10-14(8-13-6-7-15(20)16(21)9-13)17(22)19-11-12-4-2-1-3-5-12/h1-9,20-21H,11H2,(H,19,22)/b14-8+",TUCIOBMMDDOEMM-RIYZIHGNSA-N,5328779.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/133550-30-8.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QV-9015,https://www.sigmaaldrich.com/catalog/product/sigma/t3434?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/T2962/index.html,
Oc1ccc(O)c(Cl)c1,"InChI=1S/C6H5ClO2/c7-5-3-4(8)1-2-6(5)9/h1-3,8-9H",AJPXTSMULZANCB-UHFFFAOYSA-N,301.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QB-6707,https://www.sigmaaldrich.com/catalog/product/aldrich/224081?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/C0185/index.html,https://www.thermofisher.com/order/catalog/product/208220050
COC(=O)C=Cc1ccc(O)c(O)c1,"InChI=1S/C10H10O4/c1-14-10(13)5-3-7-2-4-8(11)9(12)6-7/h2-6,11-12H,1H3",OCNYGKNIVPVPPX-UHFFFAOYSA-N,92202.0,"['TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",,,,http://www.tcichemicals.com/eshop/en/us/commodity/M2519/index.html,https://www.thermofisher.com/order/catalog/product/J63786.03
O=Cc1ccc(O)c(O)c1O,"InChI=1S/C7H6O4/c8-3-4-1-2-5(9)7(11)6(4)10/h1-3,9-11H",CRPNQSVBEWWHIJ-UHFFFAOYSA-N,75064.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)', 'Thermo Fisher Scientific']",https://www.ambeed.com/products/2144-08-3.html,https://www.combi-blocks.com/cgi-bin/find.cgi?OR-0877,https://www.sigmaaldrich.com/catalog/product/aldrich/260843?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/T2158/index.html,https://www.thermofisher.com/order/catalog/product/421791000
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1[C@H](OC3=O)[C@H]2O,"InChI=1S/C20H26O5/c1-9(2)10-8-11-12(15(23)13(10)21)20-7-5-6-19(3,4)17(20)16(14(11)22)25-18(20)24/h8-9,14,16-17,21-23H,5-7H2,1-4H3/t14-,16+,17-,20-/m0/s1",LCAZOMIGFDQMNC-FORWCCJISA-N,13966122.0,['Ambeed'],https://www.ambeed.com/products/80225-53-2.html,,,,
CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,"InChI=1S/C11H17NO3.ClH/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8;/h3-5,7,11-15H,6H2,1-2H3;1H",IROWCYIEJAOFOW-UHFFFAOYSA-N,5807.0,"['Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,,https://www.sigmaaldrich.com/catalog/product/usp/1351005?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/I0260/index.html,
C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3/t6-,14-,17+,18+,21-/m0/s1",DCYOADKBABEMIQ-OWMUPTOHSA-N,5281673.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich']",https://www.ambeed.com/products/17912-87-7.html,https://www.combi-blocks.com/cgi-bin/find.cgi?HE-0001,https://www.sigmaaldrich.com/catalog/product/sial/02180585?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,"InChI=1S/C30H40O4/c1-18-19-8-9-22-28(4,20(19)16-21(31)24(18)32)13-15-30(6)23-17-27(3,25(33)34-7)11-10-26(23,2)12-14-29(22,30)5/h8-9,16,23,32H,10-15,17H2,1-7H3/t23-,26-,27-,28+,29-,30+/m1/s1",JFACETXYABVHFD-WXPPGMDDSA-N,159516.0,['Sigma-Aldrich'],,,https://www.sigmaaldrich.com/catalog/product/sigma/p0020?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,,
O=C(O)C(O)c1ccc(O)c(O)c1,"InChI=1S/C8H8O5/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7,9-11H,(H,12,13)",RGHMISIYKIHAJW-UHFFFAOYSA-N,85782.0,"['Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",,https://www.combi-blocks.com/cgi-bin/find.cgi?QH-9122,https://www.sigmaaldrich.com/catalog/product/aldrich/151610?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral,http://www.tcichemicals.com/eshop/en/us/commodity/D0582/index.html,
CC(=O)c1ccc(O)c(O)c1,"InChI=1S/C8H8O3/c1-5(9)6-2-3-7(10)8(11)4-6/h2-4,10-11H,1H3",UCQUAMAQHHEXGD-UHFFFAOYSA-N,14530.0,"['Ambeed', 'Combi-Blocks', 'Sigma-Aldrich', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/1197-09-7.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QA-4207,https://www.sigmaaldrich.com/catalog/product/aldrich/r174114,http://www.tcichemicals.com/eshop/en/us/commodity/D2345/index.html,
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,InChI=1S/C6H2Cl4O2/c7-1-2(8)6(12)4(10)3(9)5(1)11/h11-12H,STOSPPMGXZPHKP-UHFFFAOYSA-N,66603.0,"['Ambeed', 'Combi-Blocks', 'TCI (Tokyo Chemical Industry)']",https://www.ambeed.com/products/87-87-6.html,https://www.combi-blocks.com/cgi-bin/find.cgi?QE-3731,,http://www.tcichemicals.com/eshop/en/us/commodity/T0067/index.html,
