,SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS
42589,Cc1nc2nc(N3CCOCC3)[nH]c(=O)c2cc1C(=O)O,0.16132,2,7,3,108.41,35,74.887,True,False,False,False,290.279,False,False,False,"InChI=1S/C13H14N4O4/c1-7-8(12(19)20)6-9-10(14-7)15-13(16-11(9)18)17-2-4-21-5-3-17/h6H,2-5H2,1H3,(H,19,20)(H,14,15,16,18)",OZBCAGJHRKOOIK-UHFFFAOYSA-N,66490173,nan
42752,CC(NCc1cccnc1)=C1C(=O)c2ccccc2C1=O,2.5244,1,4,4,59.06,35,78.8797,True,False,False,False,278.311,False,False,False,"InChI=1S/C17H14N2O2/c1-11(19-10-12-5-4-8-18-9-12)15-16(20)13-6-2-3-7-14(13)17(15)21/h2-9,19H,10H2,1H3",PHDAHWZSPANQBT-UHFFFAOYSA-N,2063368,nan
42827,Cc1cccnc1N/C=C1\C(=O)Oc2ccccc2C1=O,2.48772,1,5,3,68.29,33,77.0872,True,False,False,False,280.283,False,False,False,"InChI=1S/C16H12N2O3/c1-10-5-4-8-17-15(10)18-9-12-14(19)11-6-2-3-7-13(11)21-16(12)20/h2-9H,1H3,(H,17,18)/b12-9-",WGCCLOAUYAAICX-XFXZXTDPSA-N,5614615,nan
42832,CCC(C#N)(c1ccccc1)c1ccc2ccccc2n1,4.45448,0,2,4,36.68,37,84.869,True,False,False,False,272.351,False,False,False,"InChI=1S/C19H16N2/c1-2-19(14-20,16-9-4-3-5-10-16)18-13-12-15-8-6-7-11-17(15)21-18/h3-13H,2H2,1H3",MZJOPLCLWZCYNZ-UHFFFAOYSA-N,12504030,nan
42909,O=C1C=Cc2ccccc2C1=CNNC(=O)c1ccncc1,1.953,2,4,3,71.09,35,83.2989,True,False,False,False,291.31,False,False,False,"InChI=1S/C17H13N3O2/c21-16-6-5-12-3-1-2-4-14(12)15(16)11-19-20-17(22)13-7-9-18-10-8-13/h1-11,19H,(H,20,22)",UBECDIQQXGETMR-UHFFFAOYSA-N,6739312,nan
42914,CC(C)N1CCc2cc(-c3ccncc3)ccc21,3.5195,0,2,4,16.13,36,75.859,True,False,False,False,238.334,False,False,False,"InChI=1S/C16H18N2/c1-12(2)18-10-7-15-11-14(3-4-16(15)18)13-5-8-17-9-6-13/h3-6,8-9,11-12H,7,10H2,1-2H3",SNYBAHRDCLRECQ-UHFFFAOYSA-N,44720884,nan
42917,S=C(Nc1ccccc1)c1ccccn1,2.8692,1,2,2,24.92,25,66.0017,True,False,False,False,214.293,False,False,False,"InChI=1S/C12H10N2S/c15-12(11-8-4-5-9-13-11)14-10-6-2-1-3-7-10/h1-9H,(H,14,15)",HOMILEBHBIPJEZ-UHFFFAOYSA-N,239777,nan
43117,Oc1cc(-c2ccncc2)nc(C2CCCNC2)n1,1.7112,2,5,3,70.93,35,71.7725,True,False,False,False,256.309,False,False,False,"InChI=1S/C14H16N4O/c19-13-8-12(10-3-6-15-7-4-10)17-14(18-13)11-2-1-5-16-9-11/h3-4,6-8,11,16H,1-2,5,9H2,(H,17,18,19)",KBNXBPIHYRJYKI-UHFFFAOYSA-N,110226216,nan
43246,Oc1ncnc(/C=C/c2cccnc2)c1C1CCCC1,3.4052,1,4,4,58.9,37,78.0708,True,False,False,False,267.332,False,False,False,"InChI=1S/C16H17N3O/c20-16-15(13-5-1-2-6-13)14(18-11-19-16)8-7-12-4-3-9-17-10-12/h3-4,7-11,13H,1-2,5-6H2,(H,18,19,20)/b8-7+",PVHMWFBMNMEBCJ-BQYQJAHWSA-N,45063942,nan
43281,Cc1nc(O)c(CCC(=O)O)c(/C=C/c2ccncc2)n1,2.07322,2,6,7,96.2,36,77.5556,True,False,False,False,285.303,False,False,False,"InChI=1S/C15H15N3O3/c1-10-17-13(4-2-11-6-8-16-9-7-11)12(15(21)18-10)3-5-14(19)20/h2,4,6-9H,3,5H2,1H3,(H,19,20)(H,17,18,21)/b4-2+",QMHIRLAUXNNARS-DUXPYHPUSA-N,45060554,nan
43311,c1ccc(-c2nnc3n2CCCCN3)nc1,1.5458,1,5,1,55.63,29,60.9767,True,False,False,False,215.26,False,False,False,"InChI=1S/C11H13N5/c1-2-6-12-9(5-1)10-14-15-11-13-7-3-4-8-16(10)11/h1-2,5-6H,3-4,7-8H2,(H,13,15)",KVFQKBHDPZSDNZ-UHFFFAOYSA-N,66570432,nan
43339,O=c1cc(Cl)nc(-c2cccnc2)[nH]1,1.4853,1,3,1,58.64,20,53.0987,True,False,False,False,207.62,False,False,False,"InChI=1S/C9H6ClN3O/c10-7-4-8(14)13-9(12-7)6-2-1-3-11-5-6/h1-5H,(H,12,13,14)",RDDDAJPSCBUICJ-UHFFFAOYSA-N,99989808,nan
43385,O=c1[nH]c(C2CC2)nc2cnccc12,1.1955,1,3,1,58.64,23,52.1337,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c14-10-7-3-4-11-5-8(7)12-9(13-10)6-1-2-6/h3-6H,1-2H2,(H,12,13,14)",MIROUNZZIPJAEC-UHFFFAOYSA-N,97179756,nan
43442,N#Cc1c(O)nc(-c2cccnc2)nc1-c1ccccc1,2.78288,1,5,3,82.69,31,77.0788,True,False,False,False,274.283,False,False,False,"InChI=1S/C16H10N4O/c17-9-13-14(11-5-2-1-3-6-11)19-15(20-16(13)21)12-7-4-8-18-10-12/h1-8,10H,(H,19,20,21)",JNDYQVCCDDLXNP-UHFFFAOYSA-N,1480430,nan
43470,FC(F)Oc1cncc(C(F)(F)F)c1CCl,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-1-4-5(8(12,13)14)2-15-3-6(4)16-7(10)11/h2-3,7H,1H2",MIPIXQPLHUJJSQ-UHFFFAOYSA-N,131314130,nan
43590,NC1=N/C(=N\NC(=O)c2cccnc2)c2ccccc21,0.8921,2,4,2,92.73,31,75.4066,True,False,False,False,265.276,False,False,False,"InChI=1S/C14H11N5O/c15-12-10-5-1-2-6-11(10)13(17-12)18-19-14(20)9-4-3-7-16-8-9/h1-8H,(H,19,20)(H2,15,17,18)",LLJLTGLKOZEJSG-UHFFFAOYSA-N,5398938,nan
43597,CC(=NNC(=S)NN)c1ccccn1,0.1434,3,4,4,75.33,25,59.5048,True,False,False,False,209.278,False,False,False,"InChI=1S/C8H11N5S/c1-6(12-13-8(14)11-9)7-4-2-3-5-10-7/h2-5H,9H2,1H3,(H2,11,13,14)",XAHYPRWKUUNOHD-UHFFFAOYSA-N,556355,nan
43660,CCN1C(=O)C(=CNc2ccc(OC)nc2)SC1=S,2.2237,1,6,6,54.46,32,80.0707,True,False,False,False,295.389,False,False,False,"InChI=1S/C12H13N3O2S2/c1-3-15-11(16)9(19-12(15)18)7-13-8-4-5-10(17-2)14-6-8/h4-7,13H,3H2,1-2H3",QTTYPXIOWRAGKW-UHFFFAOYSA-N,6818018,nan
43701,Cc1c(O)ncnc1/C=C/c1ccncc1,2.05602,1,4,4,58.9,27,61.5988,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c1-9-11(14-8-15-12(9)16)3-2-10-4-6-13-7-5-10/h2-8H,1H3,(H,14,15,16)/b3-2+",VRIMAQSHRUCEAH-NSCUHMNNSA-N,45063804,nan
43753,Nc1cc(=O)[nH]c2nc(-c3ccccn3)nn12,0.0618,2,6,2,101.96,25,61.2511,True,False,False,False,228.215,False,False,False,"InChI=1S/C10H8N6O/c11-7-5-8(17)13-10-14-9(15-16(7)10)6-3-1-2-4-12-6/h1-5H,11H2,(H,13,14,15,17)",WQHIQPGOQSTSBX-UHFFFAOYSA-N,53215445,nan
43851,Cc1cc(O)nc(-c2cc(N(C)C)ccn2)n1,1.61862,1,5,6,62.14,31,65.9918,True,False,False,False,230.271,False,False,False,"InChI=1S/C12H14N4O/c1-8-6-11(17)15-12(14-8)10-7-9(16(2)3)4-5-13-10/h4-7H,1-3H3,(H,14,15,17)",DCMBGTQBPQMSOZ-UHFFFAOYSA-N,71742457,nan
43879,CC1(C)CC(=O)C(=CNc2cccnc2)C(=O)C1,2.3356,1,4,4,59.06,34,68.9717,True,False,False,False,244.294,False,False,False,"InChI=1S/C14H16N2O2/c1-14(2)6-12(17)11(13(18)7-14)9-16-10-4-3-5-15-8-10/h3-5,8-9,16H,6-7H2,1-2H3",KMXZXNWYTXZSPF-UHFFFAOYSA-N,867713,nan
43934,CC(C)Oc1ccc(CC(=O)N/N=C/c2cccnc2)cc1,2.5616,1,4,8,63.58,41,85.8837,True,False,False,False,297.358,False,False,False,"InChI=1S/C17H19N3O2/c1-13(2)22-16-7-5-14(6-8-16)10-17(21)20-19-12-15-4-3-9-18-11-15/h3-9,11-13H,10H2,1-2H3,(H,20,21)/b19-12+",DMGCODKBZRRELA-XDHOZWIPSA-N,33776583,nan
44153,Oc1cc(CCl)nc(-c2ccccn2)n1,1.983,1,4,3,58.9,23,56.4848,True,False,False,False,221.647,False,False,False,"InChI=1S/C10H8ClN3O/c11-6-7-5-9(15)14-10(13-7)8-3-1-2-4-12-8/h1-5H,6H2,(H,13,14,15)",PQQSVAZRXLMNNW-UHFFFAOYSA-N,20623985,nan
44380,Cc1nc2nc(C(C)C)[nH]c(=O)c2cc1C(=O)O,1.44812,2,5,5,95.94,31,65.944,True,False,False,False,247.254,False,False,False,"InChI=1S/C12H13N3O3/c1-5(2)9-14-10-8(11(16)15-9)4-7(12(17)18)6(3)13-10/h4-5H,1-3H3,(H,17,18)(H,13,14,15,16)",IITOJZURTDOWSU-UHFFFAOYSA-N,66489671,nan
44436,O=C(O)CCc1ccc2c(=O)[nH]c(N3CCCC3)nc2n1,0.9355,2,6,4,99.18,37,77.5625,True,False,False,False,288.307,False,False,False,"InChI=1S/C14H16N4O3/c19-11(20)6-4-9-3-5-10-12(15-9)16-14(17-13(10)21)18-7-1-2-8-18/h3,5H,1-2,4,6-8H2,(H,19,20)(H,15,16,17,21)",NLQBLVAEJIURIC-UHFFFAOYSA-N,66489769,nan
44441,Cc1nc(O)c(C2CCCC2)c(/C=C/c2cccnc2)n1,3.71362,1,4,5,58.9,40,82.8078,True,False,False,False,281.359,False,False,False,"InChI=1S/C17H19N3O/c1-12-19-15(9-8-13-5-4-10-18-11-13)16(17(21)20-12)14-6-2-3-7-14/h4-5,8-11,14H,2-3,6-7H2,1H3,(H,19,20,21)/b9-8+",XFMWKLPMODAWCJ-CMDGGOBGSA-N,45061214,nan
44615,CC(C)OC(=O)c1ccc2ncc3c(=O)nc(N)[nH]c3c2c1,1.6187,2,6,5,110.96,36,82.6286,True,False,False,False,298.302,False,False,False,"InChI=1S/C15H14N4O3/c1-7(2)22-14(21)8-3-4-11-9(5-8)12-10(6-17-11)13(20)19-15(16)18-12/h3-7H,1-2H3,(H3,16,18,19,20)",KXYXIJSSVXCSAA-UHFFFAOYSA-N,33778967,nan
44658,COc1cccc2c1ncc1c(=O)nc(N)[nH]c12,1.0621,2,5,3,93.89,28,68.6291,True,False,False,False,242.238,False,False,False,"InChI=1S/C12H10N4O2/c1-18-8-4-2-3-6-9-7(5-14-10(6)8)11(17)16-12(13)15-9/h2-5H,1H3,(H3,13,15,16,17)",GUNYYXPMPIUVEF-UHFFFAOYSA-N,33778833,nan
45396,O=C1N=C(Nc2ccc(O)cc2)S/C1=C\c1cccnc1,2.8696,2,5,3,74.58,32,83.9765,True,False,False,False,297.339,False,False,False,"InChI=1S/C15H11N3O2S/c19-12-5-3-11(4-6-12)17-15-18-14(20)13(21-15)8-10-2-1-7-16-9-10/h1-9,19H,(H,17,18,20)/b13-8-",LEPOSNYEOKIVNO-JYRVWZFOSA-N,943386,nan
45532,CC(=O)c1cc2c(=O)[nH]c(N3CCCCC3)nc2nc1C,1.81942,1,5,4,78.95,39,80.9642,True,False,False,False,286.335,False,False,False,"InChI=1S/C15H18N4O2/c1-9-11(10(2)20)8-12-13(16-9)17-15(18-14(12)21)19-6-4-3-5-7-19/h8H,3-7H2,1-2H3,(H,16,17,18,21)",JCUOPMKXXZGWRU-UHFFFAOYSA-N,66490271,nan
45742,Cc1cc(O)c2c(C)nn(-c3ccccc3)c2n1,2.74294,1,4,4,50.94,31,70.0038,True,False,False,False,239.278,False,False,False,"InChI=1S/C14H13N3O/c1-9-8-12(18)13-10(2)16-17(14(13)15-9)11-6-4-3-5-7-11/h3-8H,1-2H3,(H,15,18)",XUJOBJTYOMSLMR-UHFFFAOYSA-N,5289976,nan
45754,Oc1ncnc(-c2cccnc2)c1Cl,1.8976,1,4,2,58.9,20,51.9378,True,False,False,False,207.62,False,False,False,"InChI=1S/C9H6ClN3O/c10-7-8(12-5-13-9(7)14)6-2-1-3-11-4-6/h1-5H,(H,12,13,14)",JMLLEAOXFUARBV-UHFFFAOYSA-N,97181134,nan
45815,COC(=O)Cc1cnc(N)c(Br)c1,1.1418,1,4,4,65.21,22,52.0694,True,False,False,False,245.076,False,False,False,"InChI=1S/C8H9BrN2O2/c1-13-7(12)3-5-2-6(9)8(10)11-4-5/h2,4H,3H2,1H3,(H2,10,11)",BUVSCGPRIIPKKS-UHFFFAOYSA-N,130681294,nan
45934,O=c1[nH]c(/C=C/c2cccnc2)nc2ccccc12,2.4885,1,3,2,58.64,30,75.5287,True,False,False,False,249.273,False,False,False,"InChI=1S/C15H11N3O/c19-15-12-5-1-2-6-13(12)17-14(18-15)8-7-11-4-3-9-16-10-11/h1-10H,(H,17,18,19)/b8-7+",DDIHOIBFSBKMLO-BQYQJAHWSA-N,5377204,nan
45968,Oc1cc(C(F)(F)F)nc(-c2ccncc2)n1,2.263,1,4,2,58.9,23,51.9298,True,False,False,False,241.172,False,False,False,"InChI=1S/C10H6F3N3O/c11-10(12,13)7-5-8(17)16-9(15-7)6-1-3-14-4-2-6/h1-5H,(H,15,16,17)",XMNMTBUCSOFHDQ-UHFFFAOYSA-N,1485971,nan
45997,Cc1ccncc1C(F)(F)C(F)(F)C(F)(F)F,3.67942,0,1,3,12.89,23,43.87,True,False,False,False,261.14,False,False,False,"InChI=1S/C9H6F7N/c1-5-2-3-17-4-6(5)7(10,11)8(12,13)9(14,15)16/h2-4H,1H3",UIXCESBWVUWCOI-UHFFFAOYSA-N,44721275,nan
46077,Oc1cc(CSc2ccccc2)nc(-c2cccnc2)n1,3.5365,1,5,5,58.9,34,82.9308,True,False,False,False,295.367,False,False,False,"InChI=1S/C16H13N3OS/c20-15-9-13(11-21-14-6-2-1-3-7-14)18-16(19-15)12-5-4-8-17-10-12/h1-10H,11H2,(H,18,19,20)",FFJXLOVSWAVXRA-UHFFFAOYSA-N,2763369,nan
46084,CN(C)c1ccnc2sc3c(=O)[nH]cnc3c12,1.5988,1,5,3,61.88,27,69.8687,True,False,False,False,246.295,False,False,False,"InChI=1S/C11H10N4OS/c1-15(2)6-3-4-12-11-7(6)8-9(17-11)10(16)14-5-13-8/h3-5H,1-2H3,(H,13,14,16)",ZKEYHEBYOUWRQZ-UHFFFAOYSA-N,794363,nan
46134,O=c1[nH]c(-c2ccncc2)nc2nccnc12,0.7751,1,5,1,84.42,24,61.1847,True,False,False,False,225.211,False,False,False,"InChI=1S/C11H7N5O/c17-11-8-10(14-6-5-13-8)15-9(16-11)7-1-3-12-4-2-7/h1-6H,(H,14,15,16,17)",OCJKUMHBMZVQNN-UHFFFAOYSA-N,33734902,nan
46213,Cc1cc2c(C)nc(NN=Cc3ccncc3)nc2o1,2.68064,1,6,5,76.2,33,76.7317,True,False,False,False,267.292,False,False,False,"InChI=1S/C14H13N5O/c1-9-7-12-10(2)17-14(18-13(12)20-9)19-16-8-11-3-5-15-6-4-11/h3-8H,1-2H3,(H,17,18,19)",JMHKXRNLRWYSOB-UHFFFAOYSA-N,25418247,nan
46348,Oc1nc(-c2ccccn2)nc2c1CNC2,0.8474,2,5,2,70.93,26,57.4715,True,False,False,False,214.228,False,False,False,"InChI=1S/C11H10N4O/c16-11-7-5-12-6-9(7)14-10(15-11)8-3-1-2-4-13-8/h1-4,12H,5-6H2,(H,14,15,16)",PIWWAFQDYSHCIR-UHFFFAOYSA-N,56832285,nan
46354,COc1cc(C)cc(CO)n1,0.89092,1,3,5,42.35,22,41.4488,True,False,False,False,153.181,False,False,False,"InChI=1S/C8H11NO2/c1-6-3-7(5-10)9-8(4-6)11-2/h3-4,10H,5H2,1-2H3",FATRYTLLTAMZNY-UHFFFAOYSA-N,130767999,nan
46397,COc1ccc(NC(C)=C2C(=O)c3ccccc3C2=O)cn1,2.8553,1,5,5,68.29,36,82.2147,True,False,False,False,294.31,False,False,False,"InChI=1S/C17H14N2O3/c1-10(19-11-7-8-14(22-2)18-9-11)15-16(20)12-5-3-4-6-13(12)17(15)21/h3-9,19H,1-2H3",CLIMDAFLBKYCTG-UHFFFAOYSA-N,4422476,nan
46536,CCOC(=O)c1cnc(O)c([N+](=O)[O-])c1O,0.5777,2,7,6,122.79,24,50.1775,True,False,False,False,228.16,False,False,False,"InChI=1S/C8H8N2O6/c1-2-16-8(13)4-3-9-7(12)5(6(4)11)10(14)15/h3H,2H2,1H3,(H2,9,11,12)",JBTWWCUXSHUDEJ-UHFFFAOYSA-N,230654,nan
46664,N#CC1=C(N)Nc2ncnn2C1c1cccnc1,0.38188,2,7,2,105.44,27,62.8471,True,False,False,False,239.242,False,False,False,"InChI=1S/C11H9N7/c12-4-8-9(7-2-1-3-14-5-7)18-11(15-6-16-18)17-10(8)13/h1-3,5-6,9H,13H2,(H,15,16,17)",BHTBTFWOJNGQIP-UHFFFAOYSA-N,16762482,nan
46749,C=CCc1c(O)nc(C)nc1/C=C/c1cccnc1,2.78452,1,4,6,58.9,34,75.4998,True,False,False,False,253.305,False,False,False,"InChI=1S/C15H15N3O/c1-3-5-13-14(17-11(2)18-15(13)19)8-7-12-6-4-9-16-10-12/h3-4,6-10H,1,5H2,2H3,(H,17,18,19)/b8-7+",JSOCPZLCFIZVEW-BQYQJAHWSA-N,45061217,nan
46757,Nc1nc2nc(N3CCCCC3)[nH]c(=O)c2cc1C(=O)O,0.5888,3,7,3,125.2,36,77.5944,True,False,False,False,289.295,False,False,False,"InChI=1S/C13H15N5O3/c14-9-7(12(20)21)6-8-10(15-9)16-13(17-11(8)19)18-4-2-1-3-5-18/h6H,1-5H2,(H,20,21)(H3,14,15,16,17,19)",OLIQYKYFOZWBFN-UHFFFAOYSA-N,66490280,nan
46807,CCNC(c1ccncc1)C(F)(F)F,2.2945,1,2,4,24.92,25,46.7097,True,False,False,False,204.195,False,False,False,"InChI=1S/C9H11F3N2/c1-2-14-8(9(10,11)12)7-3-5-13-6-4-7/h3-6,8,14H,2H2,1H3",IUDIPQADONRJQM-UHFFFAOYSA-N,66465867,nan
46853,NC(=O)c1cc2c(=O)[nH]c(N3CCCC3)nc2nc1N,-0.4006,3,6,3,130.99,34,74.536,True,False,False,False,274.284,False,False,False,"InChI=1S/C12H14N6O2/c13-8-6(9(14)19)5-7-10(15-8)16-12(17-11(7)20)18-3-1-2-4-18/h5H,1-4H2,(H2,14,19)(H3,13,15,16,17,20)",RVNRZVQRKROVTF-UHFFFAOYSA-N,66489717,nan
47242,O=c1[nH]c(-c2cccnc2)nc2c1CCC2,1.3206,1,3,1,58.64,27,60.1137,True,False,False,False,213.24,False,False,False,"InChI=1S/C12H11N3O/c16-12-9-4-1-5-10(9)14-11(15-12)8-3-2-6-13-7-8/h2-3,6-7H,1,4-5H2,(H,14,15,16)",NKDKRVBYBUMYGT-UHFFFAOYSA-N,47003421,nan
47591,c1cncc(-c2nnc3n2CCCCN3)c1,1.5458,1,5,1,55.63,29,60.9767,True,False,False,False,215.26,False,False,False,"InChI=1S/C11H13N5/c1-2-7-16-10(9-4-3-5-12-8-9)14-15-11(16)13-6-1/h3-5,8H,1-2,6-7H2,(H,13,15)",WCAFXSSBATVQKU-UHFFFAOYSA-N,56965664,nan
47666,CC1=NN(c2ccccc2)C(=O)/C1=C\NCc1cccnc1,2.4778,1,4,5,57.59,38,86.1967,True,False,False,False,292.342,False,False,False,"InChI=1S/C17H16N4O/c1-13-16(12-19-11-14-6-5-9-18-10-14)17(22)21(20-13)15-7-3-2-4-8-15/h2-10,12,19H,11H2,1H3/b16-12-",WMJMPVJTIPAPBA-VBKFSLOCSA-N,5415732,nan
47776,CCOC(=O)c1cc(O)nc2[nH]ncc12,0.8402,2,5,4,88.1,24,51.51,True,False,False,False,207.189,False,False,False,"InChI=1S/C9H9N3O3/c1-2-15-9(14)5-3-7(13)11-8-6(5)4-10-12-8/h3-4H,2H2,1H3,(H2,10,11,12,13)",KECQKNGBRNTZCJ-UHFFFAOYSA-N,59766650,nan
47826,COc1cncc(C)c1CCl,2.13742,0,2,4,22.12,21,45.083,True,False,False,False,171.627,False,False,False,"InChI=1S/C8H10ClNO/c1-6-4-10-5-8(11-2)7(6)3-9/h4-5H,3H2,1-2H3",KTUGWMRICCUEKL-UHFFFAOYSA-N,130893323,nan
47840,N#C/C(=C\c1c[nH]c2ncccc12)C(N)=O,0.95518,2,3,2,95.56,24,58.8781,True,False,False,False,212.212,False,False,False,"InChI=1S/C11H8N4O/c12-5-7(10(13)16)4-8-6-15-11-9(8)2-1-3-14-11/h1-4,6H,(H2,13,16)(H,14,15)/b7-4+",HSMDSHREIXZDSV-QPJJXVBHSA-N,667670,nan
47997,FC(F)Oc1ccc(CCl)c(C(F)(F)F)n1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-2-5(16-7(10)11)15-6(4)8(12,13)14/h1-2,7H,3H2",WHOFJGPROBMEST-UHFFFAOYSA-N,131314123,nan
48116,CC(=O)/C(=C\Nc1ccccn1)C(=O)OC(C)(C)C,2.3081,1,5,5,68.29,37,72.4687,True,False,False,False,262.309,False,False,False,"InChI=1S/C14H18N2O3/c1-10(17)11(13(18)19-14(2,3)4)9-16-12-7-5-6-8-15-12/h5-9H,1-4H3,(H,15,16)/b11-9+",ZJBDKASNUILNCC-PKNBQFBNSA-N,99110126,nan
48206,CC(C(N)=S)c1nc2cccnc2[nH]1,1.3475,2,3,3,67.59,24,59.0891,True,False,False,False,206.274,False,False,False,"InChI=1S/C9H10N4S/c1-5(7(10)14)8-12-6-3-2-4-11-9(6)13-8/h2-5H,1H3,(H2,10,14)(H,11,12,13)",SKGAGSCIMBNQHK-UHFFFAOYSA-N,457545,nan
48276,Cc1nc2nc(N3CCCCC3)[nH]c(=O)c2cc1C(=O)O,1.31502,2,6,3,99.18,37,77.919,True,False,False,False,288.307,False,False,False,"InChI=1S/C14H16N4O3/c1-8-9(13(20)21)7-10-11(15-8)16-14(17-12(10)19)18-5-3-2-4-6-18/h7H,2-6H2,1H3,(H,20,21)(H,15,16,17,19)",YCPSZYWFFYHBKV-UHFFFAOYSA-N,66490272,nan
48444,CC(C)Cc1c(O)ncnc1/C=C/c1ccncc1,2.9461,1,4,7,58.9,36,75.4038,True,False,False,False,255.321,False,False,False,"InChI=1S/C15H17N3O/c1-11(2)9-13-14(17-10-18-15(13)19)4-3-12-5-7-16-8-6-12/h3-8,10-11H,9H2,1-2H3,(H,17,18,19)/b4-3+",NPYSTVOFOUSUOB-ONEGZZNKSA-N,45063860,nan
48559,FC(F)Oc1nc(C(F)(F)F)ccc1CCl,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-4-1-2-5(8(12,13)14)15-6(4)16-7(10)11/h1-2,7H,3H2",LYFGAJSSFXTTJJ-UHFFFAOYSA-N,131314120,nan
48663,Nc1nc(=O)c2cnc3c(F)cccc3c2[nH]1,1.1926,2,4,1,84.66,24,62.0351,True,False,False,False,230.202,False,False,False,"InChI=1S/C11H7FN4O/c12-7-3-1-2-5-8-6(4-14-9(5)7)10(17)16-11(13)15-8/h1-4H,(H3,13,15,16,17)",XKLXPCPGWRIFAT-UHFFFAOYSA-N,33778836,nan
48714,CC(=O)c1cc2c(=O)[nH]c(N3CCCC3)nc2nc1C,1.42932,1,5,4,78.95,36,76.3472,True,False,False,False,272.308,False,False,False,"InChI=1S/C14H16N4O2/c1-8-10(9(2)19)7-11-12(15-8)16-14(17-13(11)20)18-5-3-4-6-18/h7H,3-6H2,1-2H3,(H,15,16,17,20)",BAIPADYNGAOFPS-UHFFFAOYSA-N,66490601,nan
48793,Cc1nc(O)cc(-c2cccnc2)n1,1.55262,1,4,3,58.9,23,51.6648,True,False,False,False,187.202,False,False,False,"InChI=1S/C10H9N3O/c1-7-12-9(5-10(14)13-7)8-3-2-4-11-6-8/h2-6H,1H3,(H,12,13,14)",HRMPVMIVFQBERL-UHFFFAOYSA-N,17903569,nan
48911,NCc1nc2cnccc2c(=O)[nH]1,-0.2232,2,4,2,84.66,21,48.0501,True,False,False,False,176.179,False,False,False,"InChI=1S/C8H8N4O/c9-3-7-11-6-4-10-2-1-5(6)8(13)12-7/h1-2,4H,3,9H2,(H,11,12,13)",CVUDFVMSRATJBP-UHFFFAOYSA-N,83874529,nan
48915,Oc1cc(F)nc(-c2ccccn2)n1,1.3833,1,4,2,58.9,20,46.8858,True,False,False,False,191.165,False,False,False,"InChI=1S/C9H6FN3O/c10-7-5-8(14)13-9(12-7)6-3-1-2-4-11-6/h1-5H,(H,12,13,14)",PPGVYMADMHZNEJ-UHFFFAOYSA-N,57368352,nan
48980,CCCCc1c(O)ncnc1/C=C/c1ccncc1,3.0902,1,4,7,58.9,36,75.4738,True,False,False,False,255.321,False,False,False,"InChI=1S/C15H17N3O/c1-2-3-4-13-14(17-11-18-15(13)19)6-5-12-7-9-16-10-8-12/h5-11H,2-4H2,1H3,(H,17,18,19)/b6-5+",DKRRCDHPOXJSIY-AATRIKPKSA-N,45063846,nan
49067,C=C[C@H]1C[C@@H](C)C[C@@H](C)[C@@H]1c1c(O)n(O)ccc1=O,2.743,2,4,6,62.46,40,73.5413,True,False,False,False,263.337,False,False,False,"InChI=1S/C15H21NO3/c1-4-11-8-9(2)7-10(3)13(11)14-12(17)5-6-16(19)15(14)18/h4-6,9-11,13,18-19H,1,7-8H2,2-3H3/t9-,10+,11-,13-/m0/s1",IYINVMYXDLIGAM-NOHGZBONSA-N,131888,nan
49142,COc1ccnc(-c2nc(C)cc(O)n2)c1,1.56122,1,5,5,68.13,27,58.2168,True,False,False,False,217.228,False,False,False,"InChI=1S/C11H11N3O2/c1-7-5-10(15)14-11(13-7)9-6-8(16-2)3-4-12-9/h3-6H,1-2H3,(H,13,14,15)",SSYBIVCTIBGZTM-UHFFFAOYSA-N,71742454,nan
49179,Nc1nc(=O)c2cnc3ccc([N+](=O)[O-])cc3c2[nH]1,0.9617,2,6,2,127.8,26,68.7315,True,False,False,False,257.209,False,False,False,"InChI=1S/C11H7N5O3/c12-11-14-9-6-3-5(16(18)19)1-2-8(6)13-4-7(9)10(17)15-11/h1-4H,(H3,12,14,15,17)",VQZRTFMJNWVQFZ-UHFFFAOYSA-N,33778842,nan
49358,COc1ccc(NC=C2C(=O)CC(C(C)C)CC2=O)cn1,2.5902,1,5,7,68.29,41,80.0707,True,False,False,False,288.347,False,False,False,"InChI=1S/C16H20N2O3/c1-10(2)11-6-14(19)13(15(20)7-11)9-17-12-4-5-16(21-3)18-8-12/h4-5,8-11,17H,6-7H2,1-3H3",WFYPVWSEILMWDX-UHFFFAOYSA-N,4229917,nan
