,SMILES,Crippen_logp,NumHDonors,NumHAcceptors,NumRotatableBonds,TPSA,natoms,refractivity,HAS_PYR_H,HAS_MULTIPLE_PYR,HAS_FRAGMENTS,HAS_BAD_NITROGEN,MOL_WT,HAS_SULFONYL_HALIDE,HAS_ACID_HALIDES,HAS_PYRADINONE,INCHI,INCHI_KEY,CID,VENDORS
17153,Oc1cc(O)c(-c2ccccc2Cl)c(Cl)n1,3.4666,2,3,3,53.35,23,63.0226,True,False,False,False,256.088,False,False,False,"InChI=1S/C11H7Cl2NO2/c12-7-4-2-1-3-6(7)10-8(15)5-9(16)14-11(10)13/h1-5H,(H2,14,15,16)",PRWRLOPXJYHORY-UHFFFAOYSA-N,2768960,nan
17214,CCOC(=O)c1ccc(C#N)c(F)n1,1.26908,0,4,3,62.98,21,44.8665,True,False,False,False,194.165,False,False,False,"InChI=1S/C9H7FN2O2/c1-2-14-9(13)7-4-3-6(5-11)8(10)12-7/h3-4H,2H2,1H3",BHYMDQGRSJVWSD-UHFFFAOYSA-N,130779489,nan
17258,O=S1(=O)N=C(NCc2ccccn2)c2ccccc21,1.3203,1,4,2,71.42,30,71.2415,True,False,False,False,273.317,False,False,False,"InChI=1S/C13H11N3O2S/c17-19(18)12-7-2-1-6-11(12)13(16-19)15-9-10-5-3-4-8-14-10/h1-8H,9H2,(H,15,16)",ISRCGJBMPNWNNN-UHFFFAOYSA-N,2549758,nan
17369,O=C(Nc1ccncc1)C1OCCc2ccccc21,2.3341,1,3,2,51.22,33,71.7057,True,False,False,False,254.289,False,False,False,"InChI=1S/C15H14N2O2/c18-15(17-12-5-8-16-9-6-12)14-13-4-2-1-3-11(13)7-10-19-14/h1-6,8-9,14H,7,10H2,(H,16,17,18)",CDEWXWPCVQXYRA-UHFFFAOYSA-N,44718213,nan
17458,Oc1ccc(-c2nc(-c3ccccn3)cs2)cc1,3.5777,1,4,3,46.01,28,72.4458,True,False,False,False,254.314,False,False,False,"InChI=1S/C14H10N2OS/c17-11-6-4-10(5-7-11)14-16-13(9-18-14)12-3-1-2-8-15-12/h1-9,17H",JDVPCQBEWAKVIM-UHFFFAOYSA-N,136212361,nan
17475,Cc1nc(-c2cccnc2)[nH]c(=O)c1CCC(=O)O,1.15752,2,5,5,95.94,32,68.7825,True,False,False,False,259.265,False,False,False,"InChI=1S/C13H13N3O3/c1-8-10(4-5-11(17)18)13(19)16-12(15-8)9-3-2-6-14-7-9/h2-3,6-7H,4-5H2,1H3,(H,17,18)(H,15,16,19)",YIYBUHQTPMHBGA-UHFFFAOYSA-N,47002318,nan
17604,CC(=O)c1cc2c(=O)[nH]c(N3CCOCC3)nc2nc1C,0.66572,1,6,4,88.18,37,77.9322,True,False,False,False,288.307,False,False,False,"InChI=1S/C14H16N4O3/c1-8-10(9(2)19)7-11-12(15-8)16-14(17-13(11)20)18-3-5-21-6-4-18/h7H,3-6H2,1-2H3,(H,15,16,17,20)",HSGKDCMWGUQSGK-UHFFFAOYSA-N,66490174,nan
17684,Cc1cc(O)nc(N2CCN(c3ccccn3)CC2)n1,1.21222,1,6,4,65.38,37,77.0968,True,False,False,False,271.324,False,False,False,"InChI=1S/C14H17N5O/c1-11-10-13(20)17-14(16-11)19-8-6-18(7-9-19)12-4-2-3-5-15-12/h2-5,10H,6-9H2,1H3,(H,16,17,20)",RWQQPRAMEIWOOG-UHFFFAOYSA-N,16416266,nan
17806,CC(N)c1nc2cnccc2c(=O)[nH]1,0.3378,2,4,3,84.66,24,52.7611,True,False,False,False,190.206,False,False,False,"InChI=1S/C9H10N4O/c1-5(10)8-12-7-4-11-3-2-6(7)9(14)13-8/h2-5H,10H2,1H3,(H,12,13,14)",NMHZSJDWVAKOBO-UHFFFAOYSA-N,102548892,nan
17843,Oc1cc(O)c(-c2ccccc2)cn1,2.1598,2,3,3,53.35,23,53.0026,True,False,False,False,187.198,False,False,False,"InChI=1S/C11H9NO2/c13-10-6-11(14)12-7-9(10)8-4-2-1-3-5-8/h1-7H,(H2,12,13,14)",WOWFNIHXOJTJFC-UHFFFAOYSA-N,11116776,nan
17950,CN1N=C(C(F)(F)F)/C(=C/NCc2cccnc2)C1=O,1.4454,1,4,4,57.59,31,65.4197,True,False,False,False,284.241,False,False,False,"InChI=1S/C12H11F3N4O/c1-19-11(20)9(10(18-19)12(13,14)15)7-17-6-8-3-2-4-16-5-8/h2-5,7,17H,6H2,1H3/b9-7-",KRDGTALNVBOOQC-CLFYSBASSA-N,5524163,nan
17983,COc1ccc(-c2nc3ncccc3c(=O)[nH]2)cc1,1.9937,1,4,3,67.87,30,72.1467,True,False,False,False,253.261,False,False,False,"InChI=1S/C14H11N3O2/c1-19-10-6-4-9(5-7-10)12-16-13-11(14(18)17-12)3-2-8-15-13/h2-8H,1H3,(H,15,16,17,18)",ADZQXJOJGTXZFS-UHFFFAOYSA-N,52903839,nan
18029,Nc1ccc(NCc2ccc(Br)cc2)nc1,3.0384,2,3,4,50.94,28,70.1181,True,False,False,False,278.153,False,False,False,"InChI=1S/C12H12BrN3/c13-10-3-1-9(2-4-10)7-15-12-6-5-11(14)8-16-12/h1-6,8H,7,14H2,(H,15,16)",JBGSULQTGLEPCI-UHFFFAOYSA-N,60751673,nan
18391,NC(=S)NN=Cc1cccnc1,0.2487,2,3,2,63.3,20,51.7521,True,False,False,False,180.236,False,False,False,"InChI=1S/C7H8N4S/c8-7(12)11-10-5-6-2-1-3-9-4-6/h1-5H,(H3,8,11,12)",ABWLRVJYVVQTGQ-UHFFFAOYSA-N,68392,nan
18442,COc1ccc2nc(C)cc(S)c2c1,2.84052,1,3,4,22.12,25,60.284,True,False,False,False,205.282,False,False,False,"InChI=1S/C11H11NOS/c1-7-5-11(14)9-6-8(13-2)3-4-10(9)12-7/h3-6H,1-2H3,(H,12,14)",SKSLXGCSDLWDEO-UHFFFAOYSA-N,206533,nan
18475,CCc1cc(=O)[nH]c(-c2ccnc(Cl)c2)n1,2.0477,1,3,3,58.64,26,62.4767,True,False,False,False,235.674,False,False,False,"InChI=1S/C11H10ClN3O/c1-2-8-6-10(16)15-11(14-8)7-3-4-13-9(12)5-7/h3-6H,2H2,1H3,(H,14,15,16)",SKRMXIZHRLRCHG-UHFFFAOYSA-N,50987842,nan
18726,Cc1cc(C)nc(NC=C2C(=O)NC(=O)NC2=O)c1,0.36024,3,5,4,100.19,31,67.0981,True,False,False,False,260.253,False,False,False,"InChI=1S/C12H12N4O3/c1-6-3-7(2)14-9(4-6)13-5-8-10(17)15-12(19)16-11(8)18/h3-5H,1-2H3,(H,13,14)(H2,15,16,17,18,19)",HMDHQMMLSZJBNV-UHFFFAOYSA-N,6200934,nan
18743,CCc1cc(=O)[nH]c(-c2ccncc2)n1,1.3943,1,3,3,58.64,26,57.4667,True,False,False,False,201.229,False,False,False,"InChI=1S/C11H11N3O/c1-2-9-7-10(15)14-11(13-9)8-3-5-12-6-4-8/h3-7H,2H2,1H3,(H,13,14,15)",KZDYQMUJMPFBAQ-UHFFFAOYSA-N,39869081,nan
18798,Cc1cc(=O)c(OCc2ccccc2)c[nH]1,2.26232,1,2,4,42.09,29,62.5737,True,False,False,False,215.252,False,False,False,"InChI=1S/C13H13NO2/c1-10-7-12(15)13(8-14-10)16-9-11-5-3-2-4-6-11/h2-8H,9H2,1H3,(H,14,15)",KUXLNQVLYVVIJK-UHFFFAOYSA-N,5314247,nan
19060,Cc1nc(O)c(C)c(/C=C/c2cccnc2)n1,2.36444,1,4,5,58.9,30,66.3358,True,False,False,False,227.267,False,False,False,"InChI=1S/C13H13N3O/c1-9-12(15-10(2)16-13(9)17)6-5-11-4-3-7-14-8-11/h3-8H,1-2H3,(H,15,16,17)/b6-5+",KXGUYBRVWAMYAE-AATRIKPKSA-N,45061169,nan
19279,N#C/C(=C\c1cccnc1)c1nc2ccccc2c(=O)[nH]1,2.38228,1,4,2,82.43,31,80.0847,True,False,False,False,274.283,False,False,False,"InChI=1S/C16H10N4O/c17-9-12(8-11-4-3-7-18-10-11)15-19-14-6-2-1-5-13(14)16(21)20-15/h1-8,10H,(H,19,20,21)/b12-8+",QPMPPBBWDPVSFG-XYOKQWHBSA-N,5710458,nan
19316,Cc1ccnc(-c2nc(C)c(C)c(=O)[nH]2)c1,1.75716,1,3,4,58.64,29,62.2997,True,False,False,False,215.256,False,False,False,"InChI=1S/C12H13N3O/c1-7-4-5-13-10(6-7)11-14-9(3)8(2)12(16)15-11/h4-6H,1-3H3,(H,14,15,16)",IPMDTPBXJCZJII-UHFFFAOYSA-N,63839558,nan
19685,COC(=O)/C(=C/N)C(=O)c1ccncc1,0.2799,1,5,5,82.28,25,52.8539,True,False,False,False,206.201,False,False,False,"InChI=1S/C10H10N2O3/c1-15-10(14)8(6-11)9(13)7-2-4-12-5-3-7/h2-6H,11H2,1H3/b8-6+",YSBVMZZJUNOUKO-SOFGYWHQSA-N,5524482,nan
19852,O=C1NC(=O)C(=NNC(=O)c2ccncc2)C(=O)N1,-1.4666,3,6,2,129.62,26,60.8196,True,False,False,False,261.197,False,False,False,"InChI=1S/C10H7N5O4/c16-7(5-1-3-11-4-2-5)15-14-6-8(17)12-10(19)13-9(6)18/h1-4H,(H,15,16)(H2,12,13,17,18,19)",VRNWPOWTBNZMCN-UHFFFAOYSA-N,5970834,nan
19962,c1ccc(-c2nnc3n2CCCN3)nc1,1.1557,1,5,1,55.63,26,56.3597,True,False,False,False,201.233,False,False,False,"InChI=1S/C10H11N5/c1-2-5-11-8(4-1)9-13-14-10-12-6-3-7-15(9)10/h1-2,4-5H,3,6-7H2,(H,12,14)",JPMYKZHGIWPLCY-UHFFFAOYSA-N,56965679,nan
20027,O=C1NN=CC1=CNCc1cccnc1,0.1707,2,4,3,66.38,25,55.7944,True,False,False,False,202.217,False,False,False,"InChI=1S/C10H10N4O/c15-10-9(7-13-14-10)6-12-5-8-2-1-3-11-4-8/h1-4,6-7,12H,5H2,(H,14,15)",ISVHKHNDQGZVKQ-UHFFFAOYSA-N,6789165,nan
20372,O=C1N=C(Nc2cccc(O)c2)S/C1=C\c1ccccn1,2.8696,2,5,3,74.58,32,83.9765,True,False,False,False,297.339,False,False,False,"InChI=1S/C15H11N3O2S/c19-12-6-3-5-11(8-12)17-15-18-14(20)13(21-15)9-10-4-1-2-7-16-10/h1-9,19H,(H,17,18,20)/b13-9-",WODRMPVOBCZXSO-LCYFTJDESA-N,27409185,nan
20547,Nc1nc2nc(N3CCCC3)[nH]c(=O)c2cc1C(=O)O,0.1987,3,7,3,125.2,33,72.9774,True,False,False,False,275.268,False,False,False,"InChI=1S/C12H13N5O3/c13-8-6(11(19)20)5-7-9(14-8)15-12(16-10(7)18)17-3-1-2-4-17/h5H,1-4H2,(H,19,20)(H3,13,14,15,16,18)",JSIBBZBDHUFWAE-UHFFFAOYSA-N,66490607,nan
20942,c1cncc(CNC2=Nc3ccccc3CS2)c1,3.1057,1,4,2,37.28,31,75.9087,True,False,False,False,255.346,False,False,False,"InChI=1S/C14H13N3S/c1-2-6-13-12(5-1)10-18-14(17-13)16-9-11-4-3-7-15-8-11/h1-8H,9-10H2,(H,16,17)",HDIOKFQLUKIROG-UHFFFAOYSA-N,1483597,nan
20966,COC(=O)Cc1ccc(C)c(N)n1,0.68772,1,4,5,65.21,25,49.1064,True,False,False,False,180.207,False,False,False,"InChI=1S/C9H12N2O2/c1-6-3-4-7(11-9(6)10)5-8(12)13-2/h3-4H,5H2,1-2H3,(H2,10,11)",LHRMENZEZJNPAW-UHFFFAOYSA-N,131145709,nan
21043,COc1ccc2nc(O)cc(O)c2c1,1.6546,2,4,4,62.58,23,51.6246,True,False,False,False,191.186,False,False,False,"InChI=1S/C10H9NO3/c1-14-6-2-3-8-7(4-6)9(12)5-10(13)11-8/h2-5H,1H3,(H2,11,12,13)",HBHIHNYMVBNMOI-UHFFFAOYSA-N,778255,nan
21065,O=C(Nc1cccc2cccnc12)c1cc(O)ncn1,1.9827,2,5,3,88.0,30,73.393,True,False,False,False,266.26,False,False,False,"InChI=1S/C14H10N4O2/c19-12-7-11(16-8-17-12)14(20)18-10-5-1-3-9-4-2-6-15-13(9)10/h1-8H,(H,18,20)(H,16,17,19)",GIWWYSVGNKVLPB-UHFFFAOYSA-N,91628496,nan
21508,S=C(Nc1ccccc1)Nc1ccccn1,2.8905,2,2,2,36.95,27,70.5224,True,False,False,False,229.308,False,False,False,"InChI=1S/C12H11N3S/c16-12(14-10-6-2-1-3-7-10)15-11-8-4-5-9-13-11/h1-9H,(H2,13,14,15,16)",JFHXWMRFXORESD-UHFFFAOYSA-N,70173,nan
21542,CCn1c(C)cc(=O)cc1O,0.88222,1,3,4,42.23,22,42.7778,True,False,False,False,153.181,False,False,False,"InChI=1S/C8H11NO2/c1-3-9-6(2)4-7(10)5-8(9)11/h4-5,11H,3H2,1-2H3",NAUBGVJRIIUHNJ-UHFFFAOYSA-N,285300,nan
21558,O=C1Nc2ccccc2/C1=N\Nc1ccc([N+](=O)[O-])cn1,1.7581,2,6,3,109.52,30,76.1228,True,False,False,False,283.247,False,False,False,"InChI=1S/C13H9N5O3/c19-13-12(9-3-1-2-4-10(9)15-13)17-16-11-6-5-8(7-14-11)18(20)21/h1-7H,(H,14,16)(H,15,17,19)",FYHMZAHGUMBORU-UHFFFAOYSA-N,5344644,nan
21647,Oc1cc(CSc2ccccc2)nc(-c2ccncc2)n1,3.5365,1,5,5,58.9,34,82.9308,True,False,False,False,295.367,False,False,False,"InChI=1S/C16H13N3OS/c20-15-10-13(11-21-14-4-2-1-3-5-14)18-16(19-15)12-6-8-17-9-7-12/h1-10H,11H2,(H,18,19,20)",SSGXGGUYJQTXOV-UHFFFAOYSA-N,1475396,nan
21670,CCOC(=O)C(=O)c1c[nH]c2ncccc12,1.3087,1,4,4,72.05,26,57.0572,True,False,False,False,218.212,False,False,False,"InChI=1S/C11H10N2O3/c1-2-16-11(15)9(14)8-6-13-10-7(8)4-3-5-12-10/h3-6H,2H2,1H3,(H,12,13)",CCFIFACOXYODQN-UHFFFAOYSA-N,2766185,nan
21724,Cc1cc(=O)nc2n(-c3ccccc3)[nH]c(C)c1-2,2.28224,1,3,3,50.68,31,70.2807,True,False,False,False,239.278,False,False,False,"InChI=1S/C14H13N3O/c1-9-8-12(18)15-14-13(9)10(2)16-17(14)11-6-4-3-5-7-11/h3-8,16H,1-2H3",CGVIVZRQDSHCTD-UHFFFAOYSA-N,2306612,nan
21745,O=c1cc(-c2ccccc2)nc(NCc2cccnc2)[nH]1,2.444,2,4,4,70.67,35,81.8574,True,False,False,False,278.315,False,False,False,"InChI=1S/C16H14N4O/c21-15-9-14(13-6-2-1-3-7-13)19-16(20-15)18-11-12-5-4-8-17-10-12/h1-10H,11H2,(H2,18,19,20,21)",XKWLDKDUJTUQLB-UHFFFAOYSA-N,16957576,nan
21797,FC(F)Oc1cc(C(F)(F)F)cc(CCl)n1,3.4406,0,2,3,22.12,21,45.428,True,False,False,False,261.577,False,False,False,"InChI=1S/C8H5ClF5NO/c9-3-5-1-4(8(12,13)14)2-6(15-5)16-7(10)11/h1-2,7H,3H2",SXXQBQTXCXPOPA-UHFFFAOYSA-N,131314119,nan
21806,O=CC(=NNc1ccccc1)C(=O)c1ccncc1,1.9313,1,5,5,71.42,30,72.1312,True,False,False,False,253.261,False,False,False,"InChI=1S/C14H11N3O2/c18-10-13(14(19)11-6-8-15-9-7-11)17-16-12-4-2-1-3-5-12/h1-10,16H",ZZDNGTPVVJMDGJ-UHFFFAOYSA-N,3574567,nan
21913,O=c1[nH]c(=O)c2cc3ccccc3nc2[nH]1,0.7646,2,3,0,78.61,23,60.4904,True,False,False,False,213.196,False,False,False,"InChI=1S/C11H7N3O2/c15-10-7-5-6-3-1-2-4-8(6)12-9(7)13-11(16)14-10/h1-5H,(H2,12,13,14,15,16)",KWHWFTSHDPJOTG-UHFFFAOYSA-N,97203,nan
22123,O=C(NNC(=S)NC1CCCCC1)c1ccncc1,1.5232,3,3,2,66.05,37,77.4456,True,False,False,False,278.381,False,False,False,"InChI=1S/C13H18N4OS/c18-12(10-6-8-14-9-7-10)16-17-13(19)15-11-4-2-1-3-5-11/h6-9,11H,1-5H2,(H,16,18)(H2,15,17,19)",BZJBTKCHRRSRRW-UHFFFAOYSA-N,96581,nan
22273,Cc1nc2cc(Br)c(C)nc2[nH]1,2.33724,1,2,2,41.57,20,51.0627,True,False,False,False,226.077,False,False,False,"InChI=1S/C8H8BrN3/c1-4-6(9)3-7-8(10-4)12-5(2)11-7/h3H,1-2H3,(H,10,11,12)",CMEWLDQFLSXJAG-UHFFFAOYSA-N,915082,nan
22324,NNc1nc(O)cc(-c2cccnc2)n1,0.5298,3,6,4,96.95,24,54.7379,True,False,False,False,203.205,False,False,False,"InChI=1S/C9H9N5O/c10-14-9-12-7(4-8(15)13-9)6-2-1-3-11-5-6/h1-5H,10H2,(H2,12,13,14,15)",OXWAZGBAKXJRTN-UHFFFAOYSA-N,13389347,nan
22325,COc1cncc(C(F)(F)F)c1CCl,2.8478,0,2,3,22.12,21,45.348,True,False,False,False,225.597,False,False,False,"InChI=1S/C8H7ClF3NO/c1-14-7-4-13-3-6(5(7)2-9)8(10,11)12/h3-4H,2H2,1H3",UILLBTSMMGKFDT-UHFFFAOYSA-N,130836903,nan
22356,CCOC(=O)c1cnc(O)cc1O,0.6695,2,5,5,79.65,22,43.5231,True,False,False,False,183.163,False,False,False,"InChI=1S/C8H9NO4/c1-2-13-8(12)5-4-9-7(11)3-6(5)10/h3-4H,2H2,1H3,(H2,9,10,11)",QDHHLXABEXNRJX-UHFFFAOYSA-N,229083,nan
22607,O=c1[nH]c(Cc2ccncc2)no1,0.3487,1,4,2,71.78,20,44.1667,True,False,False,False,177.163,False,False,False,"InChI=1S/C8H7N3O2/c12-8-10-7(11-13-8)5-6-1-3-9-4-2-6/h1-4H,5H2,(H,10,11,12)",KDPKAKIPSOQAOO-UHFFFAOYSA-N,19987345,nan
22663,Cc1nc2nc[nH]c(=O)c2cc1C(=O)O,0.32472,2,5,2,95.94,22,51.855,True,False,False,False,205.173,False,False,False,"InChI=1S/C9H7N3O3/c1-4-5(9(14)15)2-6-7(12-4)10-3-11-8(6)13/h2-3H,1H3,(H,14,15)(H,10,11,12,13)",STVSMYULOWEOPI-UHFFFAOYSA-N,52903181,nan
23007,Cc1cccnc1NC(=O)CC1COC(=O)C1,1.28172,1,4,4,68.29,31,61.2867,True,False,False,False,234.255,False,False,False,"InChI=1S/C12H14N2O3/c1-8-3-2-4-13-12(8)14-10(15)5-9-6-11(16)17-7-9/h2-4,9H,5-7H2,1H3,(H,13,14,15)",SJFWWKRMFZMNCC-UHFFFAOYSA-N,45068118,nan
23208,c1cnc2c(c1)NC1(CCCNC1)C(NC1CCCC1)=N2,2.1915,3,5,1,61.34,44,85.1811,True,False,False,False,285.395,False,False,False,"InChI=1S/C16H23N5/c1-2-6-12(5-1)19-15-16(8-4-9-17-11-16)21-13-7-3-10-18-14(13)20-15/h3,7,10,12,17,21H,1-2,4-6,8-9,11H2,(H,18,19,20)",VNKZXEDIBNHPML-UHFFFAOYSA-N,90488084,nan
23255,Oc1c(C(F)F)ccc2ncccc12,2.878,1,2,2,33.12,21,48.3648,True,False,False,False,195.168,False,False,False,"InChI=1S/C10H7F2NO/c11-10(12)7-3-4-8-6(9(7)14)2-1-5-13-8/h1-5,10,14H",YKQMJXWBGXNGFX-UHFFFAOYSA-N,137184698,nan
23318,Nc1nc(=O)c2cnc3ccc(Cl)cc3c2[nH]1,1.7069,2,4,1,84.66,24,67.0871,True,False,False,False,246.657,False,False,False,"InChI=1S/C11H7ClN4O/c12-5-1-2-8-6(3-5)9-7(4-14-8)10(17)16-11(13)15-9/h1-4H,(H3,13,15,16,17)",RBHJBTRSFSBYJE-UHFFFAOYSA-N,33778818,nan
23404,CCc1cc(=O)[nH]c(NCc2ccncc2)n1,1.3394,2,4,5,70.67,31,65.7994,True,False,False,False,230.271,False,False,False,"InChI=1S/C12H14N4O/c1-2-10-7-11(17)16-12(15-10)14-8-9-3-5-13-6-4-9/h3-7H,2,8H2,1H3,(H2,14,15,16,17)",BWLIUMAWBWXWLQ-UHFFFAOYSA-N,7541079,nan
23730,COc1cnc(CCl)cc1C,2.13742,0,2,4,22.12,21,45.083,True,False,False,False,171.627,False,False,False,"InChI=1S/C8H10ClNO/c1-6-3-7(4-9)10-5-8(6)11-2/h3,5H,4H2,1-2H3",HXHMGPSXGZYHNG-UHFFFAOYSA-N,129918620,nan
24051,Cc1nc(-c2ccccn2)nc(O)c1CCO,1.08742,2,5,6,79.13,30,62.4546,True,False,False,False,231.255,False,False,False,"InChI=1S/C12H13N3O2/c1-8-9(5-7-16)12(17)15-11(14-8)10-4-2-3-6-13-10/h2-4,6,16H,5,7H2,1H3,(H,14,15,17)",KRLMCOWLTFQQNX-UHFFFAOYSA-N,64853167,nan
24099,Nc1nc(O)cc(-c2ccccn2)n1,0.8264,2,5,3,84.92,22,51.3402,True,False,False,False,188.19,False,False,False,"InChI=1S/C9H8N4O/c10-9-12-7(5-8(14)13-9)6-3-1-2-4-11-6/h1-5H,(H3,10,12,13,14)",UCRSSYRSTYYAAY-UHFFFAOYSA-N,13550044,nan
24392,COc1c(N)cncc1C(F)(F)F,1.6912,1,3,3,48.14,20,40.2034,True,False,False,False,192.14,False,False,False,"InChI=1S/C7H7F3N2O/c1-13-6-4(7(8,9)10)2-12-3-5(6)11/h2-3H,11H2,1H3",UEHLUFSIVAIJAF-UHFFFAOYSA-N,130777785,nan
24423,Cc1cc(=O)[nH]c(-n2nc(-c3ccncc3)cc2N)n1,0.90822,2,6,4,102.48,32,74.3601,True,False,False,False,268.28,False,False,False,"InChI=1S/C13H12N6O/c1-8-6-12(20)17-13(16-8)19-11(14)7-10(18-19)9-2-4-15-5-3-9/h2-7H,14H2,1H3,(H,16,17,20)",GEAXUEJHAFDSPO-UHFFFAOYSA-N,97036256,nan
24450,Cc1cc(=O)cc(O)n1Cc1ccco1,1.50362,1,4,4,55.37,26,54.9138,True,False,False,False,205.213,False,False,False,"InChI=1S/C11H11NO3/c1-8-5-9(13)6-11(14)12(8)7-10-3-2-4-15-10/h2-6,14H,7H2,1H3",DQQPSVQFACETFH-UHFFFAOYSA-N,666489,nan
24602,COc1ccc(NC=C2C(=O)c3ccccc3C2=O)cn1,2.4652,1,5,4,68.29,33,77.5977,True,False,False,False,280.283,False,False,False,"InChI=1S/C16H12N2O3/c1-21-14-7-6-10(8-18-14)17-9-13-15(19)11-4-2-3-5-12(11)16(13)20/h2-9,17H,1H3",SJDLIHADJANGHB-UHFFFAOYSA-N,4079441,nan
24682,CCCc1c(O)ncnc1/C=C/c1cccnc1,2.7001,1,4,6,58.9,33,70.8568,True,False,False,False,241.294,False,False,False,"InChI=1S/C14H15N3O/c1-2-4-12-13(16-10-17-14(12)18)7-6-11-5-3-8-15-9-11/h3,5-10H,2,4H2,1H3,(H,16,17,18)/b7-6+",RSPQYHYPEGIMAQ-VOTSOKGWSA-N,45063831,nan
24704,CC(=NNC(=S)N1CCC1)c1ccccn1,1.3858,1,3,3,40.52,30,68.3717,True,False,False,False,234.328,False,False,False,"InChI=1S/C11H14N4S/c1-9(10-5-2-3-6-12-10)13-14-11(16)15-7-4-8-15/h2-3,5-6H,4,7-8H2,1H3,(H,14,16)",XDHBUMNIQRLHGO-UHFFFAOYSA-N,100559,nan
24804,O=C(NNC=C1OC(=O)c2ccccc21)c1ccncc1,1.485,2,5,3,80.32,32,74.6734,True,False,False,False,281.271,False,False,False,"InChI=1S/C15H11N3O3/c19-14(10-5-7-16-8-6-10)18-17-9-13-11-3-1-2-4-12(11)15(20)21-13/h1-9,17H,(H,18,19)",WKTKIOFQGCXQHW-UHFFFAOYSA-N,6836575,nan
25071,COCCc1nc2nc(N)c(C(N)=O)cc2c(=O)[nH]1,-0.8119,3,6,6,136.98,32,68.669,True,False,False,False,263.257,False,False,False,"InChI=1S/C11H13N5O3/c1-19-3-2-7-14-10-6(11(18)15-7)4-5(9(13)17)8(12)16-10/h4H,2-3H2,1H3,(H2,13,17)(H3,12,14,15,16,18)",LUEDZFQENNMIAO-UHFFFAOYSA-N,66489726,nan
25153,Cc1nc(-c2ccncc2)[nH]c(=O)c1CCC(=O)O,1.15752,2,5,5,95.94,32,68.7825,True,False,False,False,259.265,False,False,False,"InChI=1S/C13H13N3O3/c1-8-10(2-3-11(17)18)13(19)16-12(15-8)9-4-6-14-7-5-9/h4-7H,2-3H2,1H3,(H,17,18)(H,15,16,19)",FQLNOOWLPKQMQD-UHFFFAOYSA-N,45792524,nan
25266,O=C1CS/C(=N/NC(=O)c2ccncc2)N1,-0.0546,2,5,2,83.45,24,59.7389,True,False,False,False,236.256,False,False,False,"InChI=1S/C9H8N4O2S/c14-7-5-16-9(11-7)13-12-8(15)6-1-3-10-4-2-6/h1-4H,5H2,(H,12,15)(H,11,13,14)",GELLGPUDFMBDOD-UHFFFAOYSA-N,4737167,nan
25559,Cc1ccc2c(ccc3cnc(S)nc32)n1,2.77512,1,4,2,38.67,25,66.828,True,False,False,False,227.292,False,False,False,"InChI=1S/C12H9N3S/c1-7-2-4-9-10(14-7)5-3-8-6-13-12(16)15-11(8)9/h2-6H,1H3,(H,13,15,16)",QAMRQPMKDFHVGX-UHFFFAOYSA-N,66489952,nan
25601,Cc1nc(O)c(CCC(C)C)c(/C=C/c2cccnc2)n1,3.64462,1,4,9,58.9,42,84.7578,True,False,False,False,283.375,False,False,False,"InChI=1S/C17H21N3O/c1-12(2)6-8-15-16(19-13(3)20-17(15)21)9-7-14-5-4-10-18-11-14/h4-5,7,9-12H,6,8H2,1-3H3,(H,19,20,21)/b9-7+",CZSWYEPMAPLENC-VQHVLOKHSA-N,45061184,nan
25733,CCOC(=O)c1ccc2ncc3c(=O)nc(N)[nH]c3c2c1,1.2302,2,6,4,110.96,33,78.0336,True,False,False,False,284.275,False,False,False,"InChI=1S/C14H12N4O3/c1-2-21-13(20)7-3-4-10-8(5-7)11-9(6-16-10)12(19)18-14(15)17-11/h3-6H,2H2,1H3,(H3,15,17,18,19)",KUUUWMCQXUBFST-UHFFFAOYSA-N,33778949,nan
25839,N#Cc1cc2c(=O)[nH]c(N3CCCCC3)nc2nc1N,0.76228,2,6,2,111.69,34,75.3501,True,False,False,False,270.296,False,False,False,"InChI=1S/C13H14N6O/c14-7-8-6-9-11(16-10(8)15)17-13(18-12(9)20)19-4-2-1-3-5-19/h6H,1-5H2,(H3,15,16,17,18,20)",CVJVRTDKVAZJJR-UHFFFAOYSA-N,66490290,nan
25959,COC(=O)Cc1nc(N)ccc1C,0.68772,1,4,5,65.21,25,49.1064,True,False,False,False,180.207,False,False,False,"InChI=1S/C9H12N2O2/c1-6-3-4-8(10)11-7(6)5-9(12)13-2/h3-4H,5H2,1-2H3,(H2,10,11)",WVURDLBLPIFKJB-UHFFFAOYSA-N,130773730,nan
26150,Oc1cc(O)c(-c2ccc(Cl)cc2)c(Cl)n1,3.4666,2,3,3,53.35,23,63.0226,True,False,False,False,256.088,False,False,False,"InChI=1S/C11H7Cl2NO2/c12-7-3-1-6(2-4-7)10-8(15)5-9(16)14-11(10)13/h1-5H,(H2,14,15,16)",JRVWTQXWMBAVPB-UHFFFAOYSA-N,2768961,nan
26347,O=C(O)C1CCN(Cc2ccc(Cl)nc2)CC1,2.0316,1,4,3,53.43,32,64.8838,True,False,False,False,254.717,False,False,False,"InChI=1S/C12H15ClN2O2/c13-11-2-1-9(7-14-11)8-15-5-3-10(4-6-15)12(16)17/h1-2,7,10H,3-6,8H2,(H,16,17)",NSZCPXXCEONZJS-UHFFFAOYSA-N,30491417,nan
